,index,username,tweetcreatedts,text,text_length,BERT_processed_text,BERT_processed_text_length,sentiments
373,2198,scenerytaez,2020-07-06 12:41:11,wah pv ' s simon lim really burning pap,9,[CLS] wah pv ' s simon lim really burning pap,10,neutral
374,224,Aeden08,2020-07-08 13:08:22,when am i getting gay talk with pap ?,9,[CLS] when am i getting gay talk with pap ?,10,neutral
375,248,a1eaiactaest,2020-07-08 12:37:05,a strong pap government and a strong opposition voice,9,[CLS] a strong pap government and a strong opposition voice,10,neutral
376,1659,sighingsomewher,2020-07-06 18:40:59,"stay strong , elections are going to be over soon",10,"[CLS] stay strong , elections are going to be over soon",10,positive
377,459,Pengkritique,2020-07-08 07:08:32,sun xueling ' s glitch,5,[CLS] sun xueling ' s glitch,9,neutral
378,14,aIetheatang,2020-07-08 20:05:07,josephine teo loves making new friends < 3,8,[CLS] josephine teo loves making new friends < 3,9,positive
379,848,sgcontractor88,2020-07-07 16:31:16,": candidates are role models , says pm lee",9,"[CLS] : candidates are role models , says pm lee",9,neutral
380,2178,BenChiaCars,2020-07-06 12:49:34,aiya dont follow s template la .,7,[CLS] aiya dont follow s template la .,9,neutral
381,254,sumanpriya,2020-07-08 12:32:41,here is all about ' s leaked audio,8,[CLS] here is all about ' s leaked audio,8,negative
382,444,p3pp3rmintkid,2020-07-08 07:26:49,pap right about now ...,5,[CLS] pap right about now ...,8,neutral
383,1801,PAPlostitsway,2020-07-06 15:40:09,have no solutions to problems facing singaporeans,7,[CLS] have no solutions to problems facing singaporeans,8,negative
384,116,PAPlostitsway,2020-07-08 15:00:56,more blank cheques to pap !,6,[CLS] more blank cheques to pap !,8,neutral
385,1515,PAPlostitsway,2020-07-07 02:30:35,lack of transparency and accountability from pap,7,[CLS] lack of transparency and accountability from pap,8,negative
386,1388,stanleykee5,2020-07-07 05:28:28,: strongest with both young and old faces,8,[CLS] : strongest with both young and old faces,8,positive
387,445,p3pp3rmintkid,2020-07-08 07:26:12,pap right now ...,4,[CLS] pap right now ...,7,neutral
388,1001,nas_craxz,2020-07-07 13:53:49,will they share the same fate ?,7,[CLS] will they share the same fate ?,7,neutral
389,2142,PAPlostitsway,2020-07-06 13:01:17,: pap is self - serving,6,[CLS] : pap is self - serving,7,positive
390,2422,PAPlostitsway,2020-07-06 11:09:44,difference between wp and pap,5,[CLS] difference between wp and pap,7,neutral
391,367,PAPlostitsway,2020-07-08 09:36:11,"first , not pap first",5,"[CLS] first , not pap first",6,neutral
392,352,Blu3Gh0st_,2020-07-08 10:05:22,where got fair liddis ?,5,[CLS] where got fair liddis ?,6,neutral
393,1974,PAPlostitsway,2020-07-06 14:11:59,pap is not racist ?,5,[CLS] pap is not racist ?,6,neutral
394,1558,PAPlostitsway,2020-07-07 01:30:22,continues to let singaporeans down,5,[CLS] continues to let singaporeans down,6,negative
395,1563,PAPlostitsway,2020-07-07 01:16:50,have let singaporeans down,4,[CLS] have let singaporeans down,5,negative
396,163,PAPlostitsway,2020-07-08 14:26:10,flops from pap,3,[CLS] flops from pap,5,neutral
397,1372,PAPlostitsway,2020-07-07 05:54:06,is all talk no solutions,5,[CLS] is all talk no solutions,5,negative
398,2049,PAPlostitsway,2020-07-06 13:40:31,is running out of ideas,5,[CLS] is running out of ideas,5,negative
399,180,PAPlostitsway,2020-07-08 13:55:39,arrogance of the pap,4,[CLS] arrogance of the pap,5,negative
400,1457,Douglas_Tham,2020-07-07 03:33:50,pap in like,3,[CLS] pap in like,4,neutral
401,351,Blu3Gh0st_,2020-07-08 10:05:32,our 4g leaders,3,[CLS] our 4g leaders,4,neutral
402,282,BenChiaCars,2020-07-08 11:46:34,here we go .,4,[CLS] here we go .,4,neutral
403,1567,PAPlostitsway,2020-07-07 01:11:46,= pay and pay,4,[CLS] = pay and pay,4,neutral
404,1429,Pengkritique,2020-07-07 04:19:13,bow down !,3,[CLS] bow down !,3,neutral
405,1016,nas_craxz,2020-07-07 13:43:19,logic,1,[CLS] logic,1,neutral
